linkId,planPhraseId,planPeriodType,phraseDomainCode,phraseDomain,ageYears,phraseNo,abilityCode,abilityDomain,categoryCode,categoryName,abilityName,relationType,weight,status,sortOrder,note
PPAL-00339,PLAN-LANG-5-006,MONTH,41,言葉,5,6,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,RELATED,1,active,339,
PPAL-00340,PLAN-LANG-5-007,MONTH,41,言葉,5,7,4101003,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号を用いた表現・伝達,PRIMARY,3,active,340,
PPAL-00341,PLAN-LANG-5-007,MONTH,41,言葉,5,7,4101004,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号を必要に応じて活用する力,PRIMARY,3,active,341,
PPAL-00342,PLAN-LANG-5-007,MONTH,41,言葉,5,7,4101005,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号への興味・感覚の形成,RELATED,2,active,342,
PPAL-00343,PLAN-LANG-5-007,MONTH,41,言葉,5,7,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,2,active,343,
PPAL-00344,PLAN-LANG-5-008,MONTH,41,言葉,5,8,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,344,
PPAL-00345,PLAN-LANG-5-008,MONTH,41,言葉,5,8,4102005,言葉,4102,言葉による伝え合い,相手の話を注意深く聴く力,PRIMARY,3,active,345,
PPAL-00346,PLAN-LANG-5-008,MONTH,41,言葉,5,8,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,2,active,346,
PPAL-00347,PLAN-LANG-5-008,MONTH,41,言葉,5,8,2102003,人間関係,2102,協同性,協働的な思考と工夫,RELATED,1,active,347,
PPAL-00348,PLAN-EXPR-3-001,MONTH,51,表現,3,1,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,348,
PPAL-00349,PLAN-EXPR-3-001,MONTH,51,表現,3,1,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,349,
PPAL-00350,PLAN-EXPR-3-001,MONTH,51,表現,3,1,3102001,環境,3102,思考力の芽生え,身近な事象への主体的な関わり,RELATED,1,active,350,
PPAL-00351,PLAN-EXPR-3-002,MONTH,51,表現,3,2,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,351,
PPAL-00352,PLAN-EXPR-3-002,MONTH,51,表現,3,2,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,352,
PPAL-00353,PLAN-EXPR-3-002,MONTH,51,表現,3,2,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,RELATED,1,active,353,
PPAL-00354,PLAN-EXPR-3-002,MONTH,51,表現,3,2,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,354,
PPAL-00355,PLAN-EXPR-3-003,MONTH,51,表現,3,3,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,355,
PPAL-00356,PLAN-EXPR-3-003,MONTH,51,表現,3,3,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,356,
PPAL-00357,PLAN-EXPR-3-003,MONTH,51,表現,3,3,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,357,
PPAL-00358,PLAN-EXPR-3-004,MONTH,51,表現,3,4,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,358,
PPAL-00359,PLAN-EXPR-3-004,MONTH,51,表現,3,4,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,359,
PPAL-00360,PLAN-EXPR-3-004,MONTH,51,表現,3,4,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,360,
PPAL-00361,PLAN-EXPR-3-005,MONTH,51,表現,3,5,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,361,
PPAL-00362,PLAN-EXPR-3-005,MONTH,51,表現,3,5,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,362,
PPAL-00363,PLAN-EXPR-3-005,MONTH,51,表現,3,5,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,RELATED,1,active,363,
PPAL-00364,PLAN-EXPR-3-006,MONTH,51,表現,3,6,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,364,
PPAL-00365,PLAN-EXPR-3-006,MONTH,51,表現,3,6,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,365,
PPAL-00366,PLAN-EXPR-3-006,MONTH,51,表現,3,6,2102001,人間関係,2102,協同性,友達と思いや考えを共有,RELATED,1,active,366,
PPAL-00367,PLAN-EXPR-3-006,MONTH,51,表現,3,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,367,
PPAL-00368,PLAN-EXPR-3-007,MONTH,51,表現,3,7,5101005,表現,5101,豊かな感性と表現,表現の喜びと達成感,PRIMARY,3,active,368,
PPAL-00369,PLAN-EXPR-3-007,MONTH,51,表現,3,7,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,369,
PPAL-00370,PLAN-EXPR-3-007,MONTH,51,表現,3,7,2101006,人間関係,2101,自立心,自信をもった行動,RELATED,1,active,370,
PPAL-00371,PLAN-EXPR-3-007,MONTH,51,表現,3,7,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,371,
PPAL-00372,PLAN-EXPR-3-008,MONTH,51,表現,3,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,372,
PPAL-00373,PLAN-EXPR-3-008,MONTH,51,表現,3,8,3103001,環境,3103,自然との関わり・生命尊重,自然に触れて感動する体験,RELATED,1,active,373,
PPAL-00374,PLAN-EXPR-3-008,MONTH,51,表現,3,8,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,RELATED,1,active,374,
PPAL-00375,PLAN-EXPR-3-008,MONTH,51,表現,3,8,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,RELATED,1,active,375,
PPAL-00376,PLAN-EXPR-4-001,MONTH,51,表現,4,1,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,376,
PPAL-00377,PLAN-EXPR-4-001,MONTH,51,表現,4,1,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,377,
PPAL-00378,PLAN-EXPR-4-001,MONTH,51,表現,4,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,378,
PPAL-00379,PLAN-EXPR-4-001,MONTH,51,表現,4,1,3103001,環境,3103,自然との関わり・生命尊重,自然に触れて感動する体験,RELATED,1,active,379,
PPAL-00380,PLAN-EXPR-4-002,MONTH,51,表現,4,2,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,380,
PPAL-00381,PLAN-EXPR-4-002,MONTH,51,表現,4,2,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,381,
PPAL-00382,PLAN-EXPR-4-002,MONTH,51,表現,4,2,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,382,
PPAL-00383,PLAN-EXPR-4-003,MONTH,51,表現,4,3,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,383,
PPAL-00384,PLAN-EXPR-4-003,MONTH,51,表現,4,3,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,384,
PPAL-00385,PLAN-EXPR-4-003,MONTH,51,表現,4,3,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,1,active,385,
PPAL-00386,PLAN-EXPR-4-003,MONTH,51,表現,4,3,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,1,active,386,
PPAL-00387,PLAN-EXPR-4-004,MONTH,51,表現,4,4,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,387,
PPAL-00388,PLAN-EXPR-4-004,MONTH,51,表現,4,4,5101005,表現,5101,豊かな感性と表現,表現の喜びと達成感,PRIMARY,3,active,388,
PPAL-00389,PLAN-EXPR-4-004,MONTH,51,表現,4,4,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,389,
PPAL-00390,PLAN-EXPR-4-005,MONTH,51,表現,4,5,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,390,
PPAL-00391,PLAN-EXPR-4-005,MONTH,51,表現,4,5,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,391,
PPAL-00392,PLAN-EXPR-4-005,MONTH,51,表現,4,5,3102005,環境,3102,思考力の芽生え,友達の多様な考えへの気付き,RELATED,1,active,392,
PPAL-00393,PLAN-EXPR-4-005,MONTH,51,表現,4,5,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,RELATED,1,active,393,
PPAL-00394,PLAN-EXPR-4-006,MONTH,51,表現,4,6,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,394,
PPAL-00395,PLAN-EXPR-4-006,MONTH,51,表現,4,6,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,395,
PPAL-00396,PLAN-EXPR-4-006,MONTH,51,表現,4,6,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,396,
PPAL-00397,PLAN-EXPR-4-006,MONTH,51,表現,4,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,397,
PPAL-00398,PLAN-EXPR-4-007,MONTH,51,表現,4,7,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,398,
PPAL-00399,PLAN-EXPR-4-007,MONTH,51,表現,4,7,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,399,
PPAL-00400,PLAN-EXPR-4-007,MONTH,51,表現,4,7,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,400,
PPAL-00401,PLAN-EXPR-4-007,MONTH,51,表現,4,7,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,401,
PPAL-00402,PLAN-EXPR-4-008,MONTH,51,表現,4,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,402,
PPAL-00403,PLAN-EXPR-4-008,MONTH,51,表現,4,8,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,403,
PPAL-00404,PLAN-EXPR-4-008,MONTH,51,表現,4,8,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,RELATED,1,active,404,
PPAL-00405,PLAN-EXPR-4-008,MONTH,51,表現,4,8,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,RELATED,1,active,405,
PPAL-00406,PLAN-EXPR-5-001,MONTH,51,表現,5,1,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,406,
PPAL-00407,PLAN-EXPR-5-001,MONTH,51,表現,5,1,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,407,
PPAL-00408,PLAN-EXPR-5-001,MONTH,51,表現,5,1,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,1,active,408,
PPAL-00409,PLAN-EXPR-5-001,MONTH,51,表現,5,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,409,
PPAL-00410,PLAN-EXPR-5-002,MONTH,51,表現,5,2,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,410,
PPAL-00411,PLAN-EXPR-5-002,MONTH,51,表現,5,2,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,411,
PPAL-00412,PLAN-EXPR-5-002,MONTH,51,表現,5,2,2102003,人間関係,2102,協同性,協働的な思考と工夫,RELATED,1,active,412,
PPAL-00413,PLAN-EXPR-5-002,MONTH,51,表現,5,2,2102004,人間関係,2102,協同性,協力して行動する力,RELATED,1,active,413,
PPAL-00414,PLAN-EXPR-5-002,MONTH,51,表現,5,2,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,1,active,414,
PPAL-00415,PLAN-EXPR-5-003,MONTH,51,表現,5,3,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,PRIMARY,3,active,415,
PPAL-00416,PLAN-EXPR-5-003,MONTH,51,表現,5,3,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,416,
PPAL-00417,PLAN-EXPR-5-003,MONTH,51,表現,5,3,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,RELATED,1,active,417,
PPAL-00418,PLAN-EXPR-5-003,MONTH,51,表現,5,3,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,1,active,418,
PPAL-00419,PLAN-EXPR-5-004,MONTH,51,表現,5,4,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,419,
PPAL-00420,PLAN-EXPR-5-004,MONTH,51,表現,5,4,5101005,表現,5101,豊かな感性と表現,表現の喜びと達成感,PRIMARY,3,active,420,
PPAL-00421,PLAN-EXPR-5-004,MONTH,51,表現,5,4,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,421,
PPAL-00422,PLAN-EXPR-5-004,MONTH,51,表現,5,4,2102005,人間関係,2102,協同性,友達と充実感持った達成,RELATED,1,active,422,
PPAL-00423,PLAN-EXPR-5-005,MONTH,51,表現,5,5,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,423,
PPAL-00424,PLAN-EXPR-5-005,MONTH,51,表現,5,5,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,424,
PPAL-00425,PLAN-EXPR-5-005,MONTH,51,表現,5,5,4102002,言葉,4102,言葉による伝え合い,絵本や物語への親しみ,RELATED,1,active,425,
PPAL-00426,PLAN-EXPR-5-005,MONTH,51,表現,5,5,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,RELATED,1,active,426,
PPAL-00427,PLAN-EXPR-5-005,MONTH,51,表現,5,5,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,1,active,427,
PPAL-00428,PLAN-EXPR-5-006,MONTH,51,表現,5,6,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,PRIMARY,3,active,428,
PPAL-00429,PLAN-EXPR-5-006,MONTH,51,表現,5,6,5101005,表現,5101,豊かな感性と表現,表現の喜びと達成感,PRIMARY,3,active,429,
PPAL-00430,PLAN-EXPR-5-006,MONTH,51,表現,5,6,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,RELATED,1,active,430,
PPAL-00431,PLAN-EXPR-5-006,MONTH,51,表現,5,6,2104004,人間関係,2104,社会生活との関わり,相手の気持ちを考えた関わり,RELATED,1,active,431,
PPAL-00432,PLAN-EXPR-5-007,MONTH,51,表現,5,7,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,PRIMARY,3,active,432,
PPAL-00433,PLAN-EXPR-5-007,MONTH,51,表現,5,7,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,433,
PPAL-00434,PLAN-EXPR-5-007,MONTH,51,表現,5,7,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,RELATED,1,active,434,
PPAL-00435,PLAN-EXPR-5-007,MONTH,51,表現,5,7,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,RELATED,1,active,435,
PPAL-00436,PLAN-EXPR-5-008,MONTH,51,表現,5,8,5101005,表現,5101,豊かな感性と表現,表現の喜びと達成感,PRIMARY,3,active,436,
PPAL-00437,PLAN-EXPR-5-008,MONTH,51,表現,5,8,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,PRIMARY,3,active,437,
PPAL-00438,PLAN-EXPR-5-008,MONTH,51,表現,5,8,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,PRIMARY,3,active,438,
PPAL-00439,PLAN-EXPR-5-008,MONTH,51,表現,5,8,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,439,
LINK-YEAR-3-001-01,PLAN-YEAR-3-001,YEAR,0,総合,3,1,2101006,人間関係,2101,自立心,自信をもった行動,YEAR_DIRECTION,3,active,90300101,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-001-02,PLAN-YEAR-3-001,YEAR,0,総合,3,1,2101002,人間関係,2101,自立心,しなければならないことの自覚,YEAR_DIRECTION,3,active,90300102,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-001-03,PLAN-YEAR-3-001,YEAR,0,総合,3,1,1101004,健康,1101,健康な心と体,健康と安全を育む遊び習慣,YEAR_DIRECTION,2,active,90300103,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-001-04,PLAN-YEAR-3-001,YEAR,0,総合,3,1,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,YEAR_DIRECTION,1,active,90300104,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-002-01,PLAN-YEAR-3-002,YEAR,0,総合,3,2,1101004,健康,1101,健康な心と体,健康と安全を育む遊び習慣,YEAR_DIRECTION,3,active,90300201,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-002-02,PLAN-YEAR-3-002,YEAR,0,総合,3,2,2101002,人間関係,2101,自立心,しなければならないことの自覚,YEAR_DIRECTION,3,active,90300202,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-002-03,PLAN-YEAR-3-002,YEAR,0,総合,3,2,2101006,人間関係,2101,自立心,自信をもった行動,YEAR_DIRECTION,2,active,90300203,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-003-01,PLAN-YEAR-3-003,YEAR,0,総合,3,3,2101006,人間関係,2101,自立心,自信をもった行動,YEAR_DIRECTION,3,active,90300301,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-003-02,PLAN-YEAR-3-003,YEAR,0,総合,3,3,2101005,人間関係,2101,自立心,達成感の獲得,YEAR_DIRECTION,3,active,90300302,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-003-03,PLAN-YEAR-3-003,YEAR,0,総合,3,3,2101001,人間関係,2101,自立心,主体的な環境への参加,YEAR_DIRECTION,2,active,90300303,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-004-01,PLAN-YEAR-3-004,YEAR,0,総合,3,4,1101003,健康,1101,健康な心と体,見通しをもった計画的な遊び,YEAR_DIRECTION,3,active,90300401,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-004-02,PLAN-YEAR-3-004,YEAR,0,総合,3,4,1101004,健康,1101,健康な心と体,健康と安全を育む遊び習慣,YEAR_DIRECTION,2,active,90300402,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-004-03,PLAN-YEAR-3-004,YEAR,0,総合,3,4,2101002,人間関係,2101,自立心,しなければならないことの自覚,YEAR_DIRECTION,2,active,90300403,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-004-04,PLAN-YEAR-3-004,YEAR,0,総合,3,4,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,YEAR_DIRECTION,1,active,90300404,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-005-01,PLAN-YEAR-3-005,YEAR,0,総合,3,5,1101002,健康,1101,健康な心と体,のびのびと心身を動かす遊び,YEAR_DIRECTION,3,active,90300501,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-005-02,PLAN-YEAR-3-005,YEAR,0,総合,3,5,1101001,健康,1101,健康な心と体,主体的・充実感ある遊び,YEAR_DIRECTION,2,active,90300502,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-005-03,PLAN-YEAR-3-005,YEAR,0,総合,3,5,1101004,健康,1101,健康な心と体,健康と安全を育む遊び習慣,YEAR_DIRECTION,1,active,90300503,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-006-01,PLAN-YEAR-3-006,YEAR,0,総合,3,6,1101002,健康,1101,健康な心と体,のびのびと心身を動かす遊び,YEAR_DIRECTION,3,active,90300601,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-006-02,PLAN-YEAR-3-006,YEAR,0,総合,3,6,2101005,人間関係,2101,自立心,達成感の獲得,YEAR_DIRECTION,2,active,90300602,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-006-03,PLAN-YEAR-3-006,YEAR,0,総合,3,6,2101006,人間関係,2101,自立心,自信をもった行動,YEAR_DIRECTION,2,active,90300603,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-007-01,PLAN-YEAR-3-007,YEAR,0,総合,3,7,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,YEAR_DIRECTION,3,active,90300701,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-007-02,PLAN-YEAR-3-007,YEAR,0,総合,3,7,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,YEAR_DIRECTION,3,active,90300702,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-007-03,PLAN-YEAR-3-007,YEAR,0,総合,3,7,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,YEAR_DIRECTION,2,active,90300703,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-007-04,PLAN-YEAR-3-007,YEAR,0,総合,3,7,2102001,人間関係,2102,協同性,友達と思いや考えを共有,YEAR_DIRECTION,1,active,90300704,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-008-01,PLAN-YEAR-3-008,YEAR,0,総合,3,8,3102001,環境,3102,思考力の芽生え,身近な事象への主体的な関わり,YEAR_DIRECTION,3,active,90300801,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-008-02,PLAN-YEAR-3-008,YEAR,0,総合,3,8,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,YEAR_DIRECTION,2,active,90300802,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-008-03,PLAN-YEAR-3-008,YEAR,0,総合,3,8,3102004,環境,3102,思考力の芽生え,多様な関わりを楽しむ,YEAR_DIRECTION,1,active,90300803,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-008-04,PLAN-YEAR-3-008,YEAR,0,総合,3,8,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,YEAR_DIRECTION,1,active,90300804,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-009-01,PLAN-YEAR-3-009,YEAR,0,総合,3,9,3103001,環境,3103,自然との関わり・生命尊重,自然に触れて感動する体験,YEAR_DIRECTION,3,active,90300901,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-009-02,PLAN-YEAR-3-009,YEAR,0,総合,3,9,3102001,環境,3102,思考力の芽生え,身近な事象への主体的な関わり,YEAR_DIRECTION,3,active,90300902,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-009-03,PLAN-YEAR-3-009,YEAR,0,総合,3,9,3103003,環境,3103,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,YEAR_DIRECTION,2,active,90300903,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-009-04,PLAN-YEAR-3-009,YEAR,0,総合,3,9,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,YEAR_DIRECTION,1,active,90300904,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-010-01,PLAN-YEAR-3-010,YEAR,0,総合,3,10,2102001,人間関係,2102,協同性,友達と思いや考えを共有,YEAR_DIRECTION,3,active,90301001,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-010-02,PLAN-YEAR-3-010,YEAR,0,総合,3,10,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,YEAR_DIRECTION,2,active,90301002,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-010-03,PLAN-YEAR-3-010,YEAR,0,総合,3,10,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,YEAR_DIRECTION,1,active,90301003,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-011-01,PLAN-YEAR-3-011,YEAR,0,総合,3,11,2102001,人間関係,2102,協同性,友達と思いや考えを共有,YEAR_DIRECTION,3,active,90301101,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-011-02,PLAN-YEAR-3-011,YEAR,0,総合,3,11,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,YEAR_DIRECTION,2,active,90301102,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-011-03,PLAN-YEAR-3-011,YEAR,0,総合,3,11,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,YEAR_DIRECTION,2,active,90301103,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-011-04,PLAN-YEAR-3-011,YEAR,0,総合,3,11,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,YEAR_DIRECTION,1,active,90301104,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-012-01,PLAN-YEAR-3-012,YEAR,0,総合,3,12,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,YEAR_DIRECTION,3,active,90301201,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-012-02,PLAN-YEAR-3-012,YEAR,0,総合,3,12,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,YEAR_DIRECTION,2,active,90301202,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-012-03,PLAN-YEAR-3-012,YEAR,0,総合,3,12,2102001,人間関係,2102,協同性,友達と思いや考えを共有,YEAR_DIRECTION,2,active,90301203,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-012-04,PLAN-YEAR-3-012,YEAR,0,総合,3,12,5101004,表現,5101,豊かな感性と表現,協同表現の楽しみ,YEAR_DIRECTION,1,active,90301204,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-013-01,PLAN-YEAR-3-013,YEAR,0,総合,3,13,2101006,人間関係,2101,自立心,自信をもった行動,YEAR_DIRECTION,3,active,90301301,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-013-02,PLAN-YEAR-3-013,YEAR,0,総合,3,13,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,YEAR_DIRECTION,2,active,90301302,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-013-03,PLAN-YEAR-3-013,YEAR,0,総合,3,13,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,YEAR_DIRECTION,2,active,90301303,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-013-04,PLAN-YEAR-3-013,YEAR,0,総合,3,13,2101001,人間関係,2101,自立心,主体的な環境への参加,YEAR_DIRECTION,1,active,90301304,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-014-01,PLAN-YEAR-3-014,YEAR,0,総合,3,14,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,YEAR_DIRECTION,3,active,90301401,年間方針タグ（planned score集計対象外推奨）
LINK-YEAR-3-014-02,PLAN-YEAR-3-014,YEAR,0,総合,3,14,2103005,人間関係,2103,道徳性・規範意識の芽生え,感情調整と折り合い,YEAR_DIRECTION,2,active,90301402,年間方針タグ（planned score集計対象外推奨）
