linkId,playId,playTitle,sortOrder,relationType,weight,abilityCode,domain,category,abilityName,reason
WPL-000312,WP-082,市場へ行ってみる,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000313,WP-082,市場へ行ってみる,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000314,WP-082,市場へ行ってみる,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000315,WP-083,思い出のある場所巡り,1,PRIMARY,3,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族の歴史や思い出に触れ、家族を大切にする気持ちにつながるため。
WPL-000316,WP-083,思い出のある場所巡り,2,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,昔の出来事や感じたことを言葉にして伝える経験になるため。
WPL-000317,WP-083,思い出のある場所巡り,3,RELATED,2,4102005,言葉,言葉による伝え合い,相手の話を注意深く聴く力,家族の話を注意深く聞く機会になるため。
WPL-000318,WP-083,思い出のある場所巡り,4,RELATED,1,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,写真や場所から感動や懐かしさを感じ取る体験になるため。
WPL-000319,WP-084,懸賞に応募する,1,PRIMARY,3,4101004,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号を必要に応じて活用する力,文字や記号を目的に応じて使う経験になるため。
WPL-000320,WP-084,懸賞に応募する,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,必要な情報を探し、比べ、活動に生かす経験になるため。
WPL-000321,WP-084,懸賞に応募する,3,RELATED,2,4101003,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号を用いた表現・伝達,文字や記号を使って考えや情報を表す経験になるため。
WPL-000322,WP-084,懸賞に応募する,4,RELATED,1,3104002,環境,数量や図形、標識や文字などへの関心・感覚,数量や図形を遊びや生活で活用する力,予算、分量、数、時間などを生活の中で使う経験になるため。
WPL-000323,WP-085,手紙の交換ごっこ,1,PRIMARY,3,4101003,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号を用いた表現・伝達,文字や記号を使って気持ちや内容を伝える経験になるため。
WPL-000324,WP-085,手紙の交換ごっこ,2,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,経験や思いを言葉で表現する機会になるため。
WPL-000325,WP-085,手紙の交換ごっこ,3,RELATED,2,4102005,言葉,言葉による伝え合い,相手の話を注意深く聴く力,相手の言葉や読み札を注意して聞く姿につながるため。
WPL-000326,WP-085,手紙の交換ごっこ,4,RELATED,1,5101003,表現,豊かな感性と表現,自己で表現することの実践,絵や文章で自分なりに表現する経験になるため。
WPL-000327,WP-086,日曜大工,1,PRIMARY,3,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どう作るか、どう飛ばすか、どう組み合わせるかを考え工夫するため。
WPL-000328,WP-086,日曜大工,2,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材や形・道具の扱い方への気付きが生まれやすいため。
WPL-000329,WP-086,日曜大工,3,RELATED,2,2101004,人間関係,自立心,諦めずにやり遂げる力,うまくいかなくても試し直し、やり遂げる経験につながるため。
WPL-000330,WP-086,日曜大工,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,完成したものを見て達成感や表現の喜びを味わえるため。
WPL-000331,WP-087,早く寝なくても良い日,1,PRIMARY,3,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,特別な日をきっかけに、睡眠や生活リズムの大切さを親子で確認できるため。
WPL-000332,WP-087,早く寝なくても良い日,2,RELATED,2,2103005,人間関係,道徳性・規範意識の芽生え,感情調整と折り合い,やりたい気持ちと体調を考えることの折り合いを学ぶ機会になるため。
WPL-000333,WP-087,早く寝なくても良い日,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,どう過ごすか、翌日はどうするかを言葉で話し合えるため。
WPL-000334,WP-088,昆虫採集,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000335,WP-088,昆虫採集,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000336,WP-088,昆虫採集,3,RELATED,2,3103006,環境,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,生き物を観察し、大切に扱う態度につながるため。
WPL-000337,WP-089,星の鑑賞,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000338,WP-089,星の鑑賞,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000339,WP-089,星の鑑賞,3,RELATED,2,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,美しさや驚きを感じ、感性を働かせる体験になるため。
WPL-000340,WP-090,昭和のあそびをやる,1,PRIMARY,3,2104003,人間関係,社会生活との関わり,人との多様な関わり方への気付き,世代や場面の違う人との関わり方に気付くきっかけになるため。
WPL-000341,WP-090,昭和のあそびをやる,2,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,経験や考えを自分の言葉で伝える経験になるため。
WPL-000342,WP-090,昭和のあそびをやる,3,RELATED,1,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材、音、色、形、表し方の違いに気付く経験になるため。
WPL-000343,WP-090,昭和のあそびをやる,4,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族で一緒に過ごし、互いを大切に感じる経験になりやすいため。
WPL-000344,WP-091,朝食にパンを焼く,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料や道具の変化、仕組みに気付く経験になるため。
WPL-000345,WP-091,朝食にパンを焼く,2,RELATED,2,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,生活リズムや安全、健康を意識するきっかけになりやすいため。
WPL-000346,WP-091,朝食にパンを焼く,3,RELATED,1,2101002,人間関係,自立心,しなければならないことの自覚,自分の役割や守ることを意識して行動する経験になるため。
WPL-000347,WP-091,朝食にパンを焼く,4,RELATED,1,2102004,人間関係,協同性,協力して行動する力,家族で役割を分けたり助け合ったりして進める経験になるため。
WPL-000348,WP-092,次の旅行の企画を練る,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000349,WP-092,次の旅行の企画を練る,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000350,WP-092,次の旅行の企画を練る,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000351,WP-092,次の旅行の企画を練る,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000352,WP-093,洗車のお手伝い,1,PRIMARY,3,2104005,人間関係,社会生活との関わり,役立つ喜びと地域への親しみ,家族や身近な人の役に立つ喜びを感じやすいため。
WPL-000353,WP-093,洗車のお手伝い,2,RELATED,2,2104004,人間関係,社会生活との関わり,相手の気持ちを考えた関わり,相手の気持ちや体調を考えた関わりにつながるため。
WPL-000354,WP-093,洗車のお手伝い,3,RELATED,2,2101002,人間関係,自立心,しなければならないことの自覚,任されたことを自覚して取り組む経験になるため。
WPL-000355,WP-093,洗車のお手伝い,4,RELATED,1,2101005,人間関係,自立心,達成感の獲得,やり遂げた達成感を得やすいため。
WPL-000356,WP-094,海で日の出を見る,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000357,WP-094,海で日の出を見る,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000358,WP-094,海で日の出を見る,3,RELATED,2,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,美しさや驚きを感じ、感性を働かせる体験になるため。
WPL-000359,WP-095,海岸砂浜で貝殻探し,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000360,WP-095,海岸砂浜で貝殻探し,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000361,WP-095,海岸砂浜で貝殻探し,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000362,WP-096,漬物づくり,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料や道具の変化、仕組みに気付く経験になるため。
WPL-000363,WP-096,漬物づくり,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,育ち方、色、形、季節の変化に気付く経験になるため。
WPL-000364,WP-096,漬物づくり,3,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,生活リズムや安全、健康を意識するきっかけになりやすいため。
WPL-000365,WP-096,漬物づくり,4,RELATED,1,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どうすればうまくいくかを予測し、試し、工夫する経験になるため。
WPL-000366,WP-097,生まれた日のできごとやニュースを探す,1,PRIMARY,3,3101002,環境,社会生活との関わり,必要な情報の収集と活用,必要な情報を探し、比べ、活動に生かす経験になるため。
WPL-000367,WP-097,生まれた日のできごとやニュースを探す,2,RELATED,2,4101001,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号に親しむ体験の積み重ね,文字や記号、図鑑、資料に親しむ経験になるため。
WPL-000368,WP-097,生まれた日のできごとやニュースを探す,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,経験や考えを自分の言葉で伝える経験になるため。
WPL-000369,WP-097,生まれた日のできごとやニュースを探す,4,RELATED,1,3101005,環境,社会生活との関わり,社会とのつながりの意識,仕事、地域、社会の仕組みに関心をもつきっかけになるため。
WPL-000370,WP-098,知らないところの探検ごっこ,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000371,WP-098,知らないところの探検ごっこ,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000372,WP-098,知らないところの探検ごっこ,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000373,WP-098,知らないところの探検ごっこ,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000374,WP-099,紙ひこうきをつくり、とばっしっこ,1,PRIMARY,3,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どう作るか、どう飛ばすか、どう組み合わせるかを考え工夫するため。
WPL-000375,WP-099,紙ひこうきをつくり、とばっしっこ,2,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材や形・道具の扱い方への気付きが生まれやすいため。
WPL-000376,WP-099,紙ひこうきをつくり、とばっしっこ,3,RELATED,2,2101004,人間関係,自立心,諦めずにやり遂げる力,うまくいかなくても試し直し、やり遂げる経験につながるため。
WPL-000377,WP-099,紙ひこうきをつくり、とばっしっこ,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,完成したものを見て達成感や表現の喜びを味わえるため。
WPL-000378,WP-100,肩もみアルバイト,1,PRIMARY,3,2104005,人間関係,社会生活との関わり,役立つ喜びと地域への親しみ,家族や身近な人の役に立つ喜びを感じやすいため。
WPL-000379,WP-100,肩もみアルバイト,2,RELATED,2,2104004,人間関係,社会生活との関わり,相手の気持ちを考えた関わり,相手の気持ちや体調を考えた関わりにつながるため。
WPL-000380,WP-100,肩もみアルバイト,3,RELATED,2,2101002,人間関係,自立心,しなければならないことの自覚,任されたことを自覚して取り組む経験になるため。
WPL-000381,WP-100,肩もみアルバイト,4,RELATED,1,2101005,人間関係,自立心,達成感の獲得,やり遂げた達成感を得やすいため。
WPL-000382,WP-101,自宅でキャンプごっこ（練習）,1,PRIMARY,3,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,屋外で体を動かし、開放感の中で遊びを楽しみやすいため。
WPL-000383,WP-101,自宅でキャンプごっこ（練習）,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花・風・空・地面など、身近な自然に触れる機会になるため。
WPL-000384,WP-101,自宅でキャンプごっこ（練習）,3,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族と一緒に楽しむ経験として、親しみや安心感につながるため。
WPL-000385,WP-102,花の写真コレクションツアー,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000386,WP-102,花の写真コレクションツアー,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000387,WP-102,花の写真コレクションツアー,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000388,WP-103,花火をする,1,PRIMARY,3,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,火の扱い方や安全な距離など、安全意識を育む機会になるため。
WPL-000389,WP-103,花火をする,2,RELATED,2,2103004,人間関係,道徳性・規範意識の芽生え,規範の必要性の理解,約束や手順を守る必要性を理解しやすいため。
WPL-000390,WP-103,花火をする,3,RELATED,2,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,光・音・色の美しさに感動する体験になるため。
WPL-000391,WP-103,花火をする,4,RELATED,1,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,夜の空気や光の変化を感じ取る機会になるため。
WPL-000392,WP-104,花火大会へ行く,1,PRIMARY,3,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,光・音・人の賑わいに心を動かされる体験になるため。
WPL-000393,WP-104,花火大会へ行く,2,RELATED,2,3101004,環境,社会生活との関わり,公共施設を大切に利用する姿勢,公共の場での過ごし方やマナーに気付きやすいため。
WPL-000394,WP-104,花火大会へ行く,3,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,夜空や季節の雰囲気の変化を感じ取る体験になるため。
WPL-000395,WP-104,花火大会へ行く,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の行事や人々との触れ合いにつながるため。
WPL-000396,WP-105,行き先不明の外出,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000397,WP-105,行き先不明の外出,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000398,WP-105,行き先不明の外出,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000399,WP-105,行き先不明の外出,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000400,WP-106,親が何でも言うことを聞く日,1,PRIMARY,3,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,自分の願いや考えを言葉で伝える経験になるため。
WPL-000401,WP-106,親が何でも言うことを聞く日,2,RELATED,2,2103005,人間関係,道徳性・規範意識の芽生え,感情調整と折り合い,相手の都合や気持ちも考え、気持ちに折り合いをつける機会になるため。
WPL-000402,WP-106,親が何でも言うことを聞く日,3,RELATED,2,2104004,人間関係,社会生活との関わり,相手の気持ちを考えた関わり,親の気持ちや家庭の約束を考えた関わりにつながるため。
WPL-000403,WP-106,親が何でも言うことを聞く日,4,RELATED,1,1101003,健康,健康な心と体,見通しをもった計画的な遊び,一日の過ごし方を見通して計画する体験になるため。
WPL-000404,WP-107,近所の公園でピクニック,1,PRIMARY,3,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,屋外で体を動かし、開放感の中で遊びを楽しみやすいため。
WPL-000405,WP-107,近所の公園でピクニック,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花・風・空・地面など、身近な自然に触れる機会になるため。
WPL-000406,WP-107,近所の公園でピクニック,3,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族と一緒に楽しむ経験として、親しみや安心感につながるため。
WPL-000407,WP-107,近所の公園でピクニック,4,RELATED,1,3101004,環境,社会生活との関わり,公共施設を大切に利用する姿勢,公共の場や共有の場所を大切に使う姿勢につながるため。
WPL-000408,WP-108,道の駅ツアーとおいしいもの探し,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000409,WP-108,道の駅ツアーとおいしいもの探し,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000410,WP-108,道の駅ツアーとおいしいもの探し,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000411,WP-108,道の駅ツアーとおいしいもの探し,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000412,WP-109,部屋のもよう替え,1,PRIMARY,3,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どう作るか、どう飛ばすか、どう組み合わせるかを考え工夫するため。
WPL-000413,WP-109,部屋のもよう替え,2,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材や形・道具の扱い方への気付きが生まれやすいため。
WPL-000414,WP-109,部屋のもよう替え,3,RELATED,2,2101004,人間関係,自立心,諦めずにやり遂げる力,うまくいかなくても試し直し、やり遂げる経験につながるため。
WPL-000415,WP-109,部屋のもよう替え,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,完成したものを見て達成感や表現の喜びを味わえるため。
WPL-000416,WP-110,陶芸体験ツアー,1,PRIMARY,3,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どう作るか、どう飛ばすか、どう組み合わせるかを考え工夫するため。
WPL-000417,WP-110,陶芸体験ツアー,2,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材や形・道具の扱い方への気付きが生まれやすいため。
WPL-000418,WP-110,陶芸体験ツアー,3,RELATED,2,2101004,人間関係,自立心,諦めずにやり遂げる力,うまくいかなくても試し直し、やり遂げる経験につながるため。
WPL-000419,WP-110,陶芸体験ツアー,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,完成したものを見て達成感や表現の喜びを味わえるため。
WPL-000420,WP-111,雑草名前あて散歩,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000421,WP-111,雑草名前あて散歩,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000422,WP-111,雑草名前あて散歩,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000423,WP-112,難しい折り紙に挑戦,1,PRIMARY,3,2101004,人間関係,自立心,諦めずにやり遂げる力,少し難しいことに粘り強く取り組み、最後までやってみる経験になるため。
WPL-000424,WP-112,難しい折り紙に挑戦,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どうすればうまくいくかを予測し、試し、工夫する経験になるため。
WPL-000425,WP-112,難しい折り紙に挑戦,3,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材、音、色、形、表し方の違いに気付く経験になるため。
WPL-000426,WP-112,難しい折り紙に挑戦,4,RELATED,1,3104001,環境,数量や図形、標識や文字などへの関心・感覚,数量や図形に親しむ体験の積み重ね,形、数、順序などを手がかりに扱う経験になるため。
WPL-000427,WP-113,高級ディナーごっこ、ナイフフォークの練習,1,PRIMARY,3,2103004,人間関係,道徳性・規範意識の芽生え,規範の必要性の理解,食事の場の約束やマナーの必要性に気付きやすいため。
WPL-000428,WP-113,高級ディナーごっこ、ナイフフォークの練習,2,RELATED,2,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,安全な道具の扱い方や食事習慣への関心につながるため。
WPL-000429,WP-113,高級ディナーごっこ、ナイフフォークの練習,3,RELATED,2,5101003,表現,豊かな感性と表現,自己で表現することの実践,雰囲気づくりや役になりきる表現遊びになるため。
WPL-000430,WP-113,高級ディナーごっこ、ナイフフォークの練習,4,RELATED,1,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,注文や会話など、言葉のやり取りを楽しめるため。
WPL-000431,WP-114,魚釣り,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000432,WP-114,魚釣り,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000433,WP-114,魚釣り,3,RELATED,2,3103006,環境,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,生き物を観察し、大切に扱う態度につながるため。
WPL-000434,WP-115,１泊２日の家族旅行,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000435,WP-115,１泊２日の家族旅行,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000436,WP-115,１泊２日の家族旅行,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000437,WP-115,１泊２日の家族旅行,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000438,WP-116,１週間の献立をみんなでつくる,1,PRIMARY,3,1101003,健康,健康な心と体,見通しをもった計画的な遊び,手順や予定を考えながら進めることで、見通しをもった活動につながるため。
WPL-000439,WP-116,１週間の献立をみんなでつくる,2,RELATED,2,3104002,環境,数量や図形、標識や文字などへの関心・感覚,数量や図形を遊びや生活で活用する力,予算、分量、数、時間などを生活の中で使う経験になるため。
WPL-000440,WP-116,１週間の献立をみんなでつくる,3,RELATED,2,4101004,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号を必要に応じて活用する力,文字や記号を目的に応じて使う経験になるため。
WPL-000441,WP-116,１週間の献立をみんなでつくる,4,RELATED,1,2102004,人間関係,協同性,協力して行動する力,家族で役割を分けたり助け合ったりして進める経験になるため。
